topic_num	topic_size	topic_words	theme_label	Notes	theme_label_short
173	39	cupido bennie fok pretoria kaaps kaapstad johannesburg bureauchef zuid-afrikaans table kleurling durban bones zuid-afrikaanse barnard manie pruis kaap township fokking alexa cobra’s plain richter zuid-afrikanen dekker cop tafelberg noga bevelvoerder valk zuid-afrika fikken wildpark spoorzoeken zuid-afrikaan alvarez cobra october eeden mauser bone dok sands mozambique geheugenkaart zimbabwe geweldsmisdrijf botswana kaffer	geography and setting		geography & setting
174	39	outback veedrijver tasmanië queensland melbourne aboriginal nell aboriginals hordeur breedgerand eucalyptusboom sydney middagzon veranda dorpswinkel downs goudzoeker cottage verandatrap paardentuig bespikkelen australië mousselinen houtrook wagenwiel adelaide ochtendbrie damesachtig alice’ violet alice paardenhoef koelte zongebleekte horr perth onderrokken ruby kaketoe graazen missiepost kangoeroe middaglicht omslagdoek joe bijgebouwen eeltig stal bries glommen	geography and setting		geography & setting
175	38	kerstverhaal kerstboom kerstlied kerstfeest kerstbal kerstsfeer kerstavond kerst kerstmuziek kerststal kerstkrans engelenhaar kerstnacht kribbe kerstster kerstdag kerstviering dennengroen kerstpakket kersttijd kerstversiering kindeke nachtmis decembermaand kerstmis kerstmaal kerstlichtje kerstdiner dennentak kerstverlichting kerstochtend oudejaarsdag kerstman cadeaut oudjaar waxinelicht sinterklaas kerstcadeautje kerstgeschenk sinterklaasavond kerstcadeau cadeautje kleumen nieuwjaar waxinelichtje glühwein slinger kerstlamp jaarwisseling dwarelen	other;city, travel and transport	winter holidays	other;city & travel
176	38	ra krachtveld ruimteschip deinsen negens klauten zwijven strompel krimpen alien schrijuen fluiseren vuurbal doorkeven vasthebben gevechtstraining grissen reptielachtig katen telepathisch zombie glurten zwaai buitenaards obsidiaan galten poren luchtsluis pliffen suisen angstaanjagend rondvliegen controlepaneel slangeren krebben frinzen staar aarzellen dichtstbijzijnde paradise metaal raszuiver luchtverplaatsing rijten bepantsering milliseconde falcon omlaagkijken exploderen schrappzen	supernatural, fantasy and sci-fi;science		super., fantasy & sci-fi;science
177	38	tovenares tovenaar richard magie cara bezwering lichtbol gevest profetie wachter imperiaal toverkracht perkamentrol schede rotsgrond orden kling richards arc levens burcht gaaf zwaarden kronkelden magiër citadel boogpees klawen ransel toverkunst zwaardvechter toort kerker oogwenk profetieen toorts betovering dolk slangachtig klauw gewaad zijgang toverformule fakkel barrière webben waterzak wapenrusting westland kartelig	supernatural, fantasy and sci-fi		super., fantasy & sci-fi
178	38	boerin koos boerendochter boerenzoon leen cor hoeve rietje bovenmeester neeltje boerenwerk kee bedstee teun boerinnen siem arie dorpshuis boerenknecht knecht zangkoor bep morgenstond meissie trees antje maartje greetje dorpsjongen veehandelaar zinten ome dorpscafé opoe standsverschil kermis doorleren greet hoef jans melken gerrit kermisterrein lien achterhuis vetpot hes overschieten borreltje toos	geography and setting;behaviours/feelings		geography & setting;behaviours / feelings
179	38	versnellingsbak transmissie motorblok hydraulisch motorolie toerental uitlaatpijp uitlaat afstellen bougie startmotor rempedaal tepen monteren carburateur accu radiateur bout uitbouwen carrosserie zonodig brandstoftank proefrit inbouwen lekkage dieselmotoren voorwiel demonteren losdraaien bovenliggend reviseren schroefdraad moer zuiger stationair speling lager achterwiel koppeling vering opel handrem boring chassis vliegwiel compressor sensor kleppen dieselmotor pk	city, travel and transport		city & travel
180	37	malone cotton stephanie vaticaan vaticaanstad graftombe basiliek crypte conclaaf tombe obelisk sint-pieter middenschip daniels sarcofag zuilengang antiquiteit grafkamer relikwie kardinaal d.c. gallo vaticaans beretta mellon mausoleum afluisterapparatuur gemenebest koepel crypt spelonkachtig capitool conservator inscriptie grafkelder kalkstenen gewelf smithsonian pau marm sarcofaag eeuwenoud koepeldak koptisch nis beveiligingsmaatregel kathedraal pauselijk bewaarplaats plaquette	religion, spirituality and philosophy;behaviours/feelings;history		reli. / spirit. / phil.;behaviours / feelings;history
181	36	mamats kindlief celeste schoolbal papat toilettafel papa’s noble heaven mama’s leugenaarster oudtante cassie papa troy ami mama march borstellen mamma’s tuinmied partyt rye grootmoeder delia rain verschrikkelijks mamma dichtden sportjasje bedroefd zitkamer roxy bediëren lucille pruilen logan nachtzoen señora bederven wegsluiten volwassener praatten goudblonde verwen ruziemak achtertrap panther droevigs leigh	behaviours/feelings;family		behaviours / feelings;family
182	35	diogenes fbi-agent nypd riverside constance politielint proctor knersen drive politietape lijkenhuis rookglas quantico achterwand metalig roestvrijstaal forensisch laboratoriumjas fbi pistoolschot stalen lijk eruitzag noodverlichting holster mortuarium kluisdeur badge lab felverlicht schedel ogenen felwit delict lijkschouwer swanson lijkenzak raamloos spookachtig kogelgaat ongeïdentificeerd swat-team lichtbundel corrie griezelig handschoenen lamineren zaklantaarn branddeur hoofdlamp	crime		crime
183	34	kosmosuitgever kosmos online-publicatie styling no-nonsens vbk utrecht/antwerpen wijnhuis onvolledigheid sander toer onjuistheid /antwerpen fotografie fuchsia hechen stedentrip zorgvuldigheid 6e culinair 34 aanrader afwerking eindredactie 7 haken milieuvriendelijk scheep garen adventure aansprakelijk tips cartwright acryl herhaal dankwoord lasagne prijzig 8 medium lichtgrijs vakantiegevoel zeno kledinglijn 4 cip-gegevens levensles 5e must antoni	other		other
184	34	roezig leidseplein campert balorig allengs suffen leidsestraat vondelpark stadsschouwburg lucebert carmiggelt vergeefs weemoed benedenburen jenever geliefkoosd genoeglijk overtoom landerig jeneverfles bordkarton larmoyant vlotten ééns vergeefsheid tramrail enfin desnoods benauwenis lamlendigheid onverhoeds remco floer eender balorigheid dichterschap schrijverij wèl slauerhoff kouwelijk precieus schemer allicht nimmer wolkers sedertdien spui baldadig deren confidentie	culture;geography and setting;other		culture;geography & setting;other
185	34	banana bromvlieg lev romero sssst rosa vlieg controller pablo haha piranhats supergroot pfff snurkgeluid ssst piepen huh badmeester vliegenmepper psst tsss joekel geks hèhè pssst poepen rosa’s muisstil cameraat mwah klepje plof supercool flopen hebbes brrr ieuw aanloopje gister bazooka eng lopez gaby joepie ehm hahaha kikker stuiterbal dubbelganger lievelingsdier	behaviours/feelings		behaviours / feelings
186	34	ouwelui almelo textielfabriek enschede veldwachter twente spaarbankboekje trammelant werkvolk trouwboekje twents rica prakkiseren mien manvolk kostgeld deftig narigheid neeltje snoeshaan deftigheid bedstee loonzakje hoef brinke huib gemeentehuis boerendochter sappelen schoonzuster boerenzoon straatweg gerrit kosthuis ondertrouw melkfabriek nawezen boerenwerk antje vetpot mina naaiatelier notaris nooden wetering hengelo kantoorklerk achterhoek jans huishouding	geography and setting;culture;history		geography & setting;culture;history
187	34	sjabloon watervast potloodlijn waterverf inkleuren acryl penseel kleurgebruik arceren kleurenpalet stip kleurencombinatie natekenen cm palet schets tekening aquarelleren rechtsonder kleurenschema afwerking potlood rechtsboven kleurstelling linksboven styling gummen verf okergeel contour kwastje stift oker keramiek afmeting kleurpotlood opspannen hulplijn stippen collage potloodstreep nagekenen pigment liniaal kliederen linksonder moeilijkheidsgraad lichtinval egaal tekenpapier	culture		culture
188	34	davenport weather lucas lucas’ cities misdaadbestrijding minneapolis flowers minnesota kentekennummer hulpsheriff jenkins pilate wisconsin motelkamer county smeris moines olson del patrouillewagen zestal sheriff lexus loren klojop drugstore motel interstate verkeerspolitie pick-up cohn kidnapping sloan highway swat-team chevy iowa sandy ouweheer plaatstaal attachykoffer staatspolitie munttelefoon fbi-agent dunn parkeerterrein kansas fbi meldkamer	geography and setting;crime		geography & setting;crime
189	34	avery beckett b&b ryder hope jeminee hopes hm-m clare opsnorren owen justine murphy murphy’s tiptop stiefelen macs klapzoen zwik sodeju zoe ideet onderdeurtje rondte meuk parkers sikkeneurig mac fitnesscentrum cadeauwinkel meidenavond kamperfoelie keukeneiland vlaai jezusmina snuipen spurten parker verdraaid bubbelbad steengoed godsamme verdorie liam aangaapen dinget spuuglelijk tukje balkondeur machientje	other		other
190	33	vampier weerwolven weerwolf vamp hoektanden hoektand mensengedaante tray andre temps roedel erics gedaantewisseling coyote wolfachtig eric staak stadspark meg mensenbloed bills terra geurspoor wolven grom sarren bespringen hondsdol ordehandhaver gegrom beestachtig vollemaan bijtwond jezusmina grommen gejank monty nekhaar calvin wolf snijtand aardbewoner levensgezel duisters pam bill gedaante louisiana gezellin middenwesten	supernatural, fantasy and sci-fi		super., fantasy & sci-fi
191	33	poirot marple hercule miss detectiveverhaal mrs. jongmens sir egg mr. grange zoëven lorgnet whisky-soda kindlief schrijfbureau theeblad verduivelen doodeenvoudig battle devonshire lady strange detective hoegenaamd eensklaps alleraardig griffith eigenaardig sigarettenkoker theetafel holmes mademoiselle kleinigheid lord toblen dadelijk opptellen schrand opmerkingsgave biljartkamer inspecteur meegevoel tactvol overijlen zonderling flegmatiek arsenicum alleraardigst bepaalds	crime;behaviours/feelings		crime;behaviours / feelings
192	33	toblen ééns terwille éven tegengevallen trouwhartig tobben hansje goedig zuurzoet herademen genoeglijk warempel enfin schoonzusje vermaakt kindlief bedisselen eensklaps meisjesgezicht onverschillig verstolen hinderen gevweden bepraten aldoor weerstreven vertedering laconiek móeten zelfoverwinning onverwachts tóch wedervaar saamhorig dunken grif aanleunen onberedeneerd vaster benauwen koelheid langzamerhand flinker peinsen argeloos dikwijls onbevangen riek goedbeschouwd	behaviours/feelings;other		behaviours / feelings;other
193	32	lan verwording mart hoedster stola pakpaard ene ketellapper thom dar webben novice span uno leeftijdloos geleider stapper pijlkoker krijgsman mantel banier droomster tentflap borstplaat marskramer schaapherder steenhard gevest roed verspieder gelagkamer witharig veste draak gewaad draken vrouwe lans kookvuur vuurbol rijkleding blazoen woestenij stillen zadelknop schuimvlok dobbelen spraak grijze weven	supernatural, fantasy and sci-fi;other		super., fantasy & sci-fi;other
194	31	speedboot politieboot andy andy’s dolfijn politiepost jim jerry meerpaal aanlegsteiger containerschip politiehelikopter eropaf jims thuishaven boef binnenvaren zeekaart vissersschip kikkerland olietanker buitenboordmotor vissersboot rubberbootje piepgeluid bromstem visser onderzeeër wegvaren rondvaren visnet kuns herdershond hondengeblaf booreiland duikboot walvisvaarder drone reddingsbrigade vlonder zeemonster woonboot stuurhut zeeschip muilkorf vliegtuigmaatschappij haai kustwacht zeebodem speurhond	crime;city, travel and transport		crime;city & travel
195	31	heur blieven mar kieken ies ok schik oe deern binnen vief stumper ikke effen um weerom jass loeder lessen deerne veul stee kaken bie klungel vriegen zaggen vrind zikken brille hendrik kommen holen jan vrouwvolk mien sappel trammelant motten riek ginder wol ement narigheid eigens krijten verhip ende stumperd schrukken	other	Vlaams?	other
196	31	yard scotland deborah haver barbara’s brigadier marylebone barbara cornwall weaver zit-slaapkamer bowen harrow paddington islington knightsbridge inspecteur st terrace lancashire james’s zuid-londen hoofdinspecteur cottage wiltshire hammersmith noord-londen hampstead king’s james’ brixton james dorset road schoudertas queen’s eton erkerraam fulham tommy lamb voorzover gardens halvemaanvormig victoriaans john’s belgravia lady zitkamer cherokee	geography and setting;crime		geography & setting;crime
197	31	mandela apartheid zuid-afrikanen zuid-afrikaanse township zuid-afrika apartheidsregime johannesburg kaapstad pretoria durban zuid-afrikaan zuid-afrikaans zimbabwe afrikaans zambia kleurling botswana mozambique kaaps zwarten boerenoorlog namibië rassenscheiding tutu bevrijdingsbeweging blank african afrikaan gandhi afrikanen kaffer huisbediend angola vrijstaat nelson indiërs malawi rassendiscriminatie kruger kenia vrijheidsstrijder burgerrechtenbeweging mahatma nairobi tafelberg rugbyteam keniaans klerk vrijheidsstrijd	geography and setting;politics		geography & setting;politics
198	31	ser schildknaap krijgsman vrouwe drietand ridder frey hooggeboren wambuis hoos maliënkolder strijdros slagzwaard wapenrusting hertenbok bastaard stadswacht noorderling zwaardvechter valhek nachtwacht banier zwaarden stark lichts smarten tweegevecht davos jaime gevest bijgenaamd mantel jachthond veste zee-engte usurpator kookvuur bastaardzoon lans grijze steekspel gooden wijnzak karmijnrood wateren vogelvrij zwaardslag boogpees kobold kuras	culture;war;history		culture;war;history
199	31	griezelig griezelfilm spookachtig horrorfilm schijnsel sinister lichtbundel metaalachtig angstaanjagend geestverschijning nachtmerrieachtig onheilspellend monsterlijk spookverschijning zaklantaarn lichtgevend gedrocht inktzwart gedaante naargeestig aardedonker silhouet bovennatuurlijks lichtschakelaar lichtstraal angstwekkend mundo weerkatsen beschijnen lichtcirkel geruisloos schuil metalig grille reusachtig stuip ventilatierooster griezeligs plafondlamp halfduister krocht rondwaren vervormen grotesk scharnier flikkeren vergrendelen afzichtelijk openspringen schemerduister	supernatural, fantasy and sci-fi		super., fantasy & sci-fi
200	30	mulder bedelares père schoffie java kokosmat rafel koeken wijdbeens armoe sjoege knook besteffen straatveger vliesdun sri kleumen gelooien vereenzaamd doorrookt dis juten jap uitbeten korstig precieus stropen jappenkamp jekker eelt indischen leeftocht mul fanta schoolschrift herfstblad verveloos schilfer eenbenig korsten pulken schonkig duin duinpan aanzritten bobbelen broekspijp indische bekloppen opkruipen	behaviours/feelings;culture		behaviours / feelings;culture
201	30	bourne willard webb jason cia-agent medusa nsa marks leonid cia huurmoordenaar geluiddemper moira jakhals satelliettelefoon khan directoraat delta schadden lerner valstrik mossad brick beretta aantsturen diplomatenkoffer mexico-stad ijspriem karim potomac beveiligingsmens achtervolger langley dubbelagent schouderholster autobom machinepistool doelwit beroepsmoordenaar moreno georgetown wapenhandelaar firth carlos politiesirene attachékoffer onderminister dulles inlichtingendienst stiletto	crime		crime
202	30	magiër gnosis acoliet zwaardvechter inquisiteur grimassen grimen bezwering dokken wachter zwaarden gnostisch overpeinsen kling borstplaat gevest kromzwaard gooden pallas boogpees magister magie rijdier sluipmoordenaar ramon lichtbol brendan legionair kookvuur grijze krijger hoeder legioen gezegende vuurbol tentflap vrouwe webben kruisboog kruisridder schild wapenrusting schede stadswacht zieneres dolk kartelig mercer boogschutter pantser	war;history;supernatural, fantasy and sci-fi		war;history;super., fantasy & sci-fi
203	30	beoefening boeddha mededogen beoefen thich nhat boeddhistisch meditatieoefening beoefenen mindful boeddha’s hanh zenmeester mediteren gelijkmoedigheid meditatie opmerkzaamheid dharma mindfulnes voeling beoefenaar plum cultiveren hier-en-nu boeddhisme meditatief meditatietechniek boeddhist zenboeddhisme retraite geestestoestand onderricht aankweken transformeren tibetaans gehechtheid vriendelijkheid lotushouding gewaar waarworden zen sanskriet nirwana nirvana edele compassie zienswijs contemplatie gautama geweldloosheid	supernatural, fantasy and sci-fi		super., fantasy & sci-fi
204	30	tongpunt winterlicht stulpen pensionaat floer schemer donkerte verzinken warrelen gewemel vliesdun knook allengs bezonken eender insekt gedruis ruggelings mummelen zitvlak openspreiden uitstulpen wieken mondholte rechtstandig ijl brilleglaas wiegelen sedertdien snorken uitgummen dooreen vervloeien neerhangen donkeren gummi plopen onverhoeds petsen nattig precieus kinderhoofd wasem lend voorschijn aanstonds vervluchtigen blauwig zwerk waardoorheen	other		other
205	30	gray monk sigma graftombe nasser controlepaneel zendertje satellietverbinding grotachtig gewelf kane uithakken tunnel omaha uithouwen explosie vaticaanstad geweervuur tombe ontploffing dzjengis grafkamer spelonkachtig sarcofaag obelisk crypte steenblok drukgolf granaatwerper grot rotorblaad zandsteen springlading schokgolf gesteente crypt nachtkijker schacht sprintten metaal geweerloop lagergelegen ontsteker brokstuk loopbrug kalksteen ontbranding ondergronds lcd-scherm afsekenen	history;war;science		history;war;science
206	30	koekeloeren kroket overbuur schevenings stoeptegel hélemaal éven sigareen wéér kurhaus lazeren desnoods bijkans valreep snackbar gatverdamme bijtijds damesfiet subiet passant scheveningen huiswaarts frikadel driehoog trambaan zaterdagmiddag benieuwen sjoege zowaar bovenhuis pleuren vondelpark fiets pontificaal leidseplein gemakje thuisgekomen pui benedenburen godgans heenweg gehannes museumplein plantsoen tweehoog fietsenstalling bami zwerk bagagedrager vroegte	geography and setting;behaviours/feelings		geography & setting;behaviours / feelings
207	29	meidje moeke schreiden anno hoeve wicht geertje riek eerdaags eefje melle mans prakkiseren gevweden beamend warempel overgelukkig bedisselen aldoor andermaal verdonkeren arbeidershuisje zoetjesaan wout stumperd weerom haspelen stee bedstee onnoemelijk beziggen onmondig foei vrouwmens boerendochter gemijmer graagte goedig zopas eerlijkheidshalfe boerin blikken lotje hummeltje nawezen bunder weekeind barts beredderen gauwigheid	other	may be also bevaviours/feelings?	other
208	29	flora lorna joël polly ramsay zoë kilt hamish scone loch nina mrs ongelofelijk boekwinkeltje worstenbrood regenlaars hooglanden zeemeeuwen schots theesalon bozig receptenboek konstantin haardvuren shepherd’s eilandbewoner ayj toegangsweg schotland nina’s vruchtencake baksel fish-and-chips bakkerij winderig vasteland regenjack eilander lawaaierig supermarktje kerstspel pasteit versgbakken fraser cornwall rubberlaars vuurtoren highlands knalrood vakantieganger	geography and setting		geography & setting
209	28	sue maddie dana ronnie ty jeanette ex-echtgenoot elliott helen cal annies spa margaritat sweet annie doe-het-zelfzaak mcdonalds roddelcircuit travis corner erik eriks ijscoupe karens helens botweg slaapfeestje gezichtsbehandeling charleston fitnessclub karen bezoekrecht mcdonald diëtiste butch frances sarah mack barb psychologe gehaktbrood honkbalteam lynn anorexium rory verdorie footballwedstrijd bouwmarkt ex-man eetstoornis	other		other
210	28	leenheer rijkswacht vervolledigen onderzoeksrechter euh recupereren zopas parking procureur substituut stilaan zaventem antwerps flik monkelen combi knokke gsm ostentatief nummerplaat klasseren broeksriem patron onnozelaar verwittigen goesting mechels allez proficiat repliceren verstomming antwerp polshorloge staatsveiligheid deurgat west-vlaams contacteren precieus komaan voilà persoonsbeschrijving anderendaags reglementair apprecieren west-vlaanderen parket mon politiekantoor zogoed nochtans	geography and setting;crime		geography & setting;crime
211	27	auckland plains nieuw-zeeland gemeenschapshuis mckenzie greenwood inheem lizzie nieuw-zeelands coltrane kathleen stamhoofd canterbury whiskey elaine gerald muildier wellington goudzoeker kamenier deirdre missiepost gloria kerkgemeente bruuskeren goudkoorts stamled burton teefje stamoud march robins huifkar hoogstens westport violet helena keukenmeisje princess ida lilian sankt herdershonden robin overtocht hoepelrok lammeren helpster damesachtig huispersoneel	geography and setting;behaviours/feelings		geography & setting;behaviours / feelings
212	27	esten oen hora carte praatpaal eenpersoons no tienen aa weekenddienst taalcursus zelfbediening centro startkabel ww bloc luchtpost groepsreis reflector tweepersoons momen bungeejumen numero herben tu classe toilette flesopener oorpijn ora knalpot vaken wegenwacht kinderbedj doktersverklaring tandenstoker kinnen stadswandeling windscherm telefoonkaart popconcert stoptrein fietshelm forma beautycase mesa adapter temp chartervlucht schokbreker	other		other
213	27	seth phillip cam uitpuzzelen aubrey voorzak ethan ontoeschietelijk rays verwensen voorveranda phillips hm-m geamuseerdheid verandatrap werklaars logan verdorie verkrampten vaneen jude geamuseerd quinn omhoogglijden verelen voldaan begoniat ijsthee achterveranda hoorndol opwelling werf darcy achterovergeleund petuniat hordeur verflauwen toegooien achteruitstappen ray trevor ma’am roddelpraatje shawn koelbox citroenlimonade adert obstinaat balletdanseres verdorien	behaviours/feelings;other		behaviours / feelings;other
214	26	graanoogst zijlstra niek koffiekamer amerongen beaamen fons wegwerpgebaar wout koffieautomaat arie eergisteravond demonstratief veenendaal dienstauto adresgegeven beinen ome binnenzak bureaustoel siem koffiebekertje pilsje koopmans petje buurtonderzoek hoofdbureau barvrouw dijkstra lotto recherche lara jolig sheryl oud-collega briezen binnenkomst terugzeggen politiepet 06-nummer rechercheteam welgemoed jeugdbende tl-balk bierglas vergadertafel stampvoen sluiven recherchewerk werkoverleg	crime		crime
215	26	pine bogart blum decker inderdáád archer fbi-agent fbi burlington badge lancaster gokschuld stomkoppen shaw voorveranda d.c. getuigenbeschermingsprogramma vincenzo cain politietape suv rogers knox berkshire highschool klojop quantico 7-eleven parkeerstand 9mm kernbom blauwe clancy mercy myers melvin daarnaartoe legerbasis davenport footballveld motel caruso motelkamer legitimatiebewijs stomkop atkins pandjeshuis arlington luizen vierdeurs	crime;geography and setting		crime;geography & setting
216	26	belgravia pope lady eaton hertogin lord lakei edmund gezelschapsdame kamenierster charles’ surrey devonshire dienstmeisje dorset ellis burggraaf douairière grosvenor android-telefoon leesditboek boek-app lords awbruna bediend -tablet waterloo soiree gravin awbrunauitgevers butler spanningsnieuwsbrief james’s square caroline rookkamer theevisite reverence cedar knightsbridge londens sir parvenu olivers william hertog gouvernante vergoeding huurrijtuig /pro	culture;geography and setting;history	a bit of everything: geography; history; books/arts?	culture;geography & setting;history
217	25	cove rosa hot rosa’s knapperd jemig vuurwerkshow willow kerstlamp kara aria cotswolds eilandbewoner bay ruby onenightstand josh eigenaresse cornwall bea schattig sprongetje polly cottage wauw poppy ship date vrijgezellenfeest langeafstandsrelatie bristol superaardig devon zeemeeuwen daten pasteit cliffs jeetje pub opvrolijken overenthousiast vreugdedansje fish-and-chips spannends boeking lachrimpeltje teckel bakkerij ahhh overduidelijk	romance and sex		romance & sex
218	25	macgregor caine serena blade gwendolyn hartenbreker daniel geneviève doet campbell shelby justin grant gwen verdraaid alan verdorien duncan verdorie diana verduvelen temperamentvol vaagjes preston nét voldaan e-bundel myra mac charmeur bemoeizucht geamuseerd ian pretlichtje onstuimig daniels darcy lieftallig omhoogglijden verwensen murdoch geamuseerdheid zelfvoldaan achterovergeleund roberts hobben clan macs voldane goedgemanierd	behaviours/feelings;other		behaviours / feelings;other
219	24	suzanna calhoun smaragde towers livingston sloan trent trenton coco holt colleen nathaniel terrasdeuren theebladeren seance bianca dineetje opslagkamer bradford collier megan voldaan kevins beheerst amanda’s redetwetten torenkamer familiebijeenkomst onderwijl vernisje amanda boekensteun smeerolie kwitantie verdraaid slechtgehumeurd berde woedeuitbarsting rommelkamer publiciteitsstunt bemoeiziek sjacheren grootboeken gardeniats voorbeschikt familiehuis fergus gluiperd niemendalletje overgrootmoeder	behaviours/feelings;geography and setting;other		behaviours / feelings;geography & setting;other
220	23	kerktijd meevallen mevvallen bromstem ria tegengevallen prakkiseren thuispkomen overigespreken dupe beterschap narigheid jeroen sterkte thuisgekomen jelle toblen gevweden collegaat zolang met­een aanspreekbaar onno weleens woonkeuken terechtpkomen ziekenbezoek behuilen kerkmens maandagmorgen flinker koffiedrinken pa arie guan tobben meewillen zondagmorgen slaaptablet niek joh buurvrouw terechtken overstuur garagebedrijf toegaan bijbeltje berry alles beaamen	behaviours/feelings;religion, spirituality and philosophy		behaviours / feelings;reli. / spirit. / phil.
221	23	miauw kattenluik miauwen kliko snorhaar mauwen rakker gemiauw spinden etensbak kattenvoer straatkat cypers kattenbak sneeuwbal pluizenbol tijger zwerfkat katje snoren kitten gespin tijgers sardien aaien lapjeskat kroelen kwispelen polly hondenmand george trippelen huiskat dierenarts claire vacht kit kattenhaar jonathan huisdier aoien puppy nekvel bekje norton keffen dierenasiel blaf dierenkliniek dierenwinkel	wildlife/nature;family	it is about pets, not sure if wildlife suits… 	wildlife / nature;family
222	23	caren ineke marieke menno arjan viertje gevweden genoeglijk bepraten blijheid feestavond edwin strubbeling hummeltje narigheid tobben meiske dinsdagmiddag bedisselen evert tegengevallen boterhammetj flinker moeke hansje goedig trouwhartig ongezellig kleutertje koffietijd koffiedrinken hypernerveus doeddoen vertederd schemerlampje woonkeuken verkeringstijd overigespreken dupe hanneke anne warempel belangstellend willetje huiskamer aldoor winkler mieke weekeind meevallen	behaviours/feelings	also Flemish words	behaviours / feelings
223	22	manege halster hoofdstel hinnikken pony’s voorbeen pie ruin achterbeen paddock pony merrie zadelen zadel staldeur stijgbeugel hengst galop paardrijles roskammen gehinnik hinniken galopperen teugel hoefslag renpaard draf achterhand rijbroek galpepperen rijles dressuur box zadelriem steigeren rijpaard veulen paardenrug stal paardrijden hinnikten heng rijschool funny strobaal uitmessen berijden bles rijkunst stoeterij	wildlife/nature	hourseriding	wildlife / nature
224	21	chesapeake susie bree mick jess mack o’brien trace sally’s abby connor nell carrie megan moira connors kevin jake bemoeizuchtig heather baltimore connie bemoeizucht shore kristen davy kevins bijleggen matthew koppig sint-juttemis bloemenwinkel bloemenzaak settelen koppelaar bobby familiefeestje jakes rolberoerte herberg wes sam businessplan geamuseerd inn jeff geplaag dillon luke familie-etent	other	?	other
225	20	maarten ad volkscultuur mieter sien rie balk volkstaal pastoors inschuiven opstekenen gert springvloed eef bart bosman lien freek pieters tussendeur fiche werktuiglijk joop opklommen halfluid escher gymnastiekzaal voorburgwal systematiek probleemstelling kaartenbak vermaakt ritsen wiegel ontstemd leedvermaak ontstemmen knipsel melkfle leidsestraat vestiaire klee klapdeur besmuiken malicieus klaas graanschuur brilleglaas ontstemming muller	other	?	other
226	16	peeters dalí choco politiekantoor flik onderzoeksrechter sofie slangenleer middendoor allez commissaris filmacteur antwerps speurder broeksriem combi parking vervolledigen stilaan nochtans rijkswacht pacino komaan plastiek zwalpen goesting onnozelaar kloot smeerlapperij mechels stofjas gsm miserie stronten verstomming sukkelaar klasseren anderendaags recupereren monkelen plezant gazet nachtwinkel pletsen zaventem proficiat lader mosterdkleurig knokke vleeshaak	crime	Flemish	crime
227	16	prakkiseren bakkie datsen riek weerom warempel verhip goedig narrig kommer bennen meidje subiet kwaai boerin boerendochter vrouwvolk bedstee bliksems armoe rinus schamperen geertje werkvolk armzwaai stee hoeve ant onze-lieve-heer olijk vetpot mans arie stumperd bovenmeester zinten peinsen foei klomp vrouwmens schrijten boerenzoon meid bloedeigen kijven teun eerdaags bezeilen d’r manvolk	other	society?	other
